# {
#     "firstSweep": 0,
#     "group": "mygroup",
#     "histogram": {
#         "binCount": 20002,
#         "binWidth": 1,
#         "celltype_integer": true,
#         "celltype_signed": false,
#         "celltype_size": 4,
#         "hasUnderOverflows": true,
#         "high": 15409000,
#         "low": 15389000,
#         "overflows": 10258,
#         "underflows": 23949
#     },
#     "id": 699216351760638686,
#     "lastSweep": 0,
#     "name": "85_500revs",
#     "startChannel": 6,
#     "startEdge": 1,
#     "stopChannel": 1,
#     "stopEdge": 1,
#     "timeunit": "ns",
#     "type": "TimeHistogram",
#     "xlabel": "ToF [ns]",
#     "ylabel": "Counts"
# }
15389000	0
15389001	0
15389002	0
15389003	0
15389004	0
15389005	0
15389006	0
15389007	0
15389008	0
15389009	0
15389010	0
15389011	0
15389012	0
15389013	0
15389014	0
15389015	0
15389016	0
15389017	0
15389018	0
15389019	0
15389020	0
15389021	0
15389022	0
15389023	0
15389024	0
15389025	0
15389026	0
15389027	0
15389028	0
15389029	0
15389030	0
15389031	0
15389032	0
15389033	0
15389034	0
15389035	0
15389036	0
15389037	0
15389038	0
15389039	0
15389040	0
15389041	0
15389042	0
15389043	0
15389044	0
15389045	0
15389046	0
15389047	0
15389048	0
15389049	0
15389050	0
15389051	0
15389052	0
15389053	0
15389054	0
15389055	0
15389056	0
15389057	0
15389058	0
15389059	0
15389060	0
15389061	0
15389062	0
15389063	0
15389064	0
15389065	0
15389066	0
15389067	0
15389068	0
15389069	0
15389070	0
15389071	0
15389072	0
15389073	0
15389074	0
15389075	0
15389076	0
15389077	0
15389078	0
15389079	0
15389080	0
15389081	0
15389082	0
15389083	0
15389084	0
15389085	0
15389086	0
15389087	0
15389088	0
15389089	0
15389090	0
15389091	0
15389092	0
15389093	0
15389094	0
15389095	0
15389096	0
15389097	0
15389098	0
15389099	0
15389100	0
15389101	0
15389102	0
15389103	0
15389104	0
15389105	0
15389106	0
15389107	0
15389108	0
15389109	0
15389110	0
15389111	0
15389112	0
15389113	0
15389114	0
15389115	0
15389116	0
15389117	0
15389118	0
15389119	0
15389120	0
15389121	0
15389122	0
15389123	0
15389124	0
15389125	0
15389126	0
15389127	0
15389128	0
15389129	0
15389130	0
15389131	0
15389132	0
15389133	0
15389134	0
15389135	0
15389136	0
15389137	0
15389138	0
15389139	0
15389140	0
15389141	0
15389142	0
15389143	0
15389144	0
15389145	0
15389146	0
15389147	0
15389148	0
15389149	0
15389150	0
15389151	0
15389152	0
15389153	0
15389154	0
15389155	0
15389156	0
15389157	0
15389158	0
15389159	0
15389160	0
15389161	0
15389162	0
15389163	0
15389164	0
15389165	0
15389166	0
15389167	0
15389168	0
15389169	0
15389170	0
15389171	0
15389172	0
15389173	0
15389174	0
15389175	0
15389176	0
15389177	0
15389178	0
15389179	0
15389180	0
15389181	0
15389182	0
15389183	0
15389184	0
15389185	0
15389186	0
15389187	0
15389188	0
15389189	0
15389190	0
15389191	0
15389192	0
15389193	0
15389194	0
15389195	0
15389196	0
15389197	0
15389198	0
15389199	0
15389200	0
15389201	0
15389202	0
15389203	0
15389204	0
15389205	0
15389206	0
15389207	0
15389208	0
15389209	0
15389210	0
15389211	0
15389212	0
15389213	0
15389214	0
15389215	0
15389216	0
15389217	0
15389218	0
15389219	0
15389220	0
15389221	0
15389222	0
15389223	0
15389224	0
15389225	0
15389226	0
15389227	0
15389228	0
15389229	0
15389230	0
15389231	0
15389232	0
15389233	0
15389234	0
15389235	0
15389236	0
15389237	0
15389238	0
15389239	0
15389240	0
15389241	0
15389242	0
15389243	0
15389244	0
15389245	0
15389246	0
15389247	0
15389248	0
15389249	0
15389250	0
15389251	0
15389252	0
15389253	0
15389254	0
15389255	0
15389256	0
15389257	0
15389258	0
15389259	0
15389260	0
15389261	0
15389262	0
15389263	0
15389264	0
15389265	0
15389266	0
15389267	0
15389268	0
15389269	0
15389270	0
15389271	0
15389272	0
15389273	0
15389274	0
15389275	0
15389276	0
15389277	0
15389278	0
15389279	0
15389280	0
15389281	0
15389282	0
15389283	0
15389284	0
15389285	0
15389286	0
15389287	0
15389288	0
15389289	0
15389290	0
15389291	0
15389292	0
15389293	0
15389294	0
15389295	0
15389296	0
15389297	0
15389298	0
15389299	0
15389300	0
15389301	0
15389302	0
15389303	0
15389304	0
15389305	0
15389306	0
15389307	0
15389308	0
15389309	0
15389310	0
15389311	0
15389312	0
15389313	0
15389314	0
15389315	0
15389316	0
15389317	0
15389318	0
15389319	0
15389320	0
15389321	0
15389322	0
15389323	0
15389324	0
15389325	0
15389326	0
15389327	0
15389328	0
15389329	0
15389330	0
15389331	0
15389332	0
15389333	0
15389334	0
15389335	0
15389336	0
15389337	0
15389338	0
15389339	0
15389340	0
15389341	0
15389342	0
15389343	0
15389344	0
15389345	0
15389346	0
15389347	0
15389348	0
15389349	0
15389350	0
15389351	0
15389352	0
15389353	0
15389354	0
15389355	0
15389356	0
15389357	0
15389358	0
15389359	0
15389360	0
15389361	0
15389362	0
15389363	0
15389364	0
15389365	0
15389366	0
15389367	0
15389368	0
15389369	0
15389370	0
15389371	0
15389372	0
15389373	0
15389374	0
15389375	0
15389376	0
15389377	0
15389378	0
15389379	0
15389380	0
15389381	0
15389382	0
15389383	0
15389384	0
15389385	0
15389386	0
15389387	0
15389388	0
15389389	0
15389390	0
15389391	0
15389392	0
15389393	0
15389394	0
15389395	0
15389396	0
15389397	0
15389398	0
15389399	0
15389400	0
15389401	0
15389402	0
15389403	0
15389404	0
15389405	0
15389406	0
15389407	0
15389408	0
15389409	0
15389410	0
15389411	0
15389412	0
15389413	0
15389414	0
15389415	0
15389416	0
15389417	0
15389418	0
15389419	0
15389420	0
15389421	0
15389422	0
15389423	0
15389424	0
15389425	0
15389426	0
15389427	0
15389428	0
15389429	0
15389430	0
15389431	0
15389432	0
15389433	0
15389434	0
15389435	0
15389436	0
15389437	0
15389438	0
15389439	0
15389440	0
15389441	0
15389442	0
15389443	0
15389444	0
15389445	0
15389446	0
15389447	0
15389448	0
15389449	0
15389450	0
15389451	0
15389452	0
15389453	0
15389454	0
15389455	0
15389456	0
15389457	0
15389458	0
15389459	0
15389460	0
15389461	0
15389462	0
15389463	0
15389464	0
15389465	0
15389466	0
15389467	0
15389468	0
15389469	0
15389470	0
